country,director,genre,rating,title,year
"Италия, Франция",Марко Туллио Джордана,"историческая, драма",6.1,Бешеная кровь,2008
СССР,Евгений Матвеев,комедия,6.9,Бешеные деньги,1981
СССР,Самсон Самсонов,Приключенческий фильм,6.0,Бешеное золото,1976
США,Марк Гриффитс,"комедия, семейный",4.1,Бетховен 5,2003
США,Дэвид М. Эванс,комедийный фильм,4.1,Бетховен 4,2001
США,"Майк Эллиот, 1",комедийный фильм,4.5,Бетховен: Большой бросок,2008
США,Род Дэниел,"комедия, семейный",5.0,Бетховен 2,1993
Франция,Клод Шаброль,Психологическая драма,6.8,Бетти,1992
США,"Дэвид М. Эванс, 1, 2, […]",комедийный фильм,4.1,Бетховен 3,2000
Россия,"Игорь Таланкин, Дмитрий Таланкин",драма,7.1,Бесы,1992
США,Брайан Левант,"комедия, семейный",5.7,Бетховен,1992
Россия,Роман Шаляпин,"драма, 
артхаус",6.7,Бесы,2014
Франция,Анджей Вайда,драма,6.2,Бесы,1988
"Гонконг, Швейцария, Китай",Уинг Кит Хунг,драма,6.3,Бесшумный перезвон ветра,2009
США,"Дрю Дэйуолт, Дэвид Шнайдер","боевик, комедия, криминал",6.2,Бесшабашное ограбление,2002
США,Дж. Гордон Эдвардс,"драма, немое кино",5.9,Бесшумная команда,1923
"США, Канада",Лина Росслер,комедийная драма,6.2,Бестселлер,2021
Узбекистан,Аюб Шахобиддинов,Психологический драма,8.3,Бесцветные сны,2020
США,Эми Хекерлинг,"комедия, любовная история",6.9,Бестолковые,1995
"Австралия, ЮАР",Стив Джейкобс,драма,6.5,Бесчестье,2008
США,Джон Флинн,триллер,6.4,Бестселлер,1987
Япония,Кадзуо Икэхиро,тямбара,6.7,Бесстрашный мститель,1972
Индия,Абхинав Кашьяп,боевик,6.2,Бесстрашный,2010
США,Кристофер Нолан,"детектив, триллер",7.2,Бессонница,2002
Гонконг,Чань Чхюнь,боевик,5.0,Бесстрашная гиена 2,1983
США,Питер Уир,драма,7.1,Бесстрашный,1993
Норвегия,Эрик Шёлдбьерг,"драма, триллер",7.2,Бессонница,1997
Гонконг,Джеки Чан,"боевик, комедия",6.6,Бесстрашная гиена,1979
СССР,Исидор Анненский,драма,5.9,Бессонная ночь,1960
"Франция, Бельгия, Люксембург",Фредерик Жарден,"боевик, триллер",6.6,Бессонная ночь,2011
США,Баран бо Одар,боевик,5.6,Бессонная ночь,24 февраля 2017 9 марта 2017 3 13 января 2017
Гонконг,Лэй Чхиу,"боевик, комедия",6.7,Бесстрашные драконы,1980
СССР,"Захар Аграненко, Эдуард Тиссэ",военный фильм,6.8,Бессмертный гарнизон,1956
США,Уильям Хэддок,вестерн,7.1,Бессмертный Аламо,1911
Франция,Энки Билал,"фантастика, драма, биопанк",5.9,Бессмертные: Война миров,2004
Италия,Марко Д'Аморе,"боевик, фильм о мафии",6.8,Бессмертный,2019
США,Стив Секели,Фильм нуар,6.7,Бессмысленный триумф,1948
США,Джей Расселл,"драма, мелодрама, семейный фильм, фэнтези",6.6,Бессмертные,2002
США,Стивен Карпентер,"драма, фильм ужасов, триллер",3.9,Бессмертные души,2001
"Финляндия, 1, 6, […], США","Ялмари Хеландер, 3","боевик, 1, 2, […], военный фильм, 1, 2, […]",6.9,Бессмертный,9 сентября 2022
США,Брайан Грант,"криминальный фильм, драма, Боевик, триллер",5.4,Бессмертные,1995
